user_id,sessions_id,timestamp,root_id,root_tstamp,event_name,medium,web_id,title,bedrooms,bathrooms,price,price_period,location_id,broker_id,agent_id,area_sqft,rera_permit_no,offering_type,property_type_id,furnishings,market,amenities,rel,reference,listing_status,verified,quality_score,completion_status,year,month,day
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 10:55:38,dcf69ed5-3a90-4789-8cee-b33a33ebc29d,2018-11-21 10:55:38,lead_click,phone,6494593,Ary Marina View- Rented 2BR- Investment Opportunity,2,2,1300000,,3034,1212,164187,1560,889752324,buy,1,unfurnished,residential,,target,BRJ-S-3858,premium,TRUE,97.25,completed,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 10:55:39,1e869ab2-2b37-4096-acc1-172f48d9b858,2018-11-21 10:55:39,lead_click,phone,6324590,Corner Unit Townhouse at Al Burooj Residence I,3,4,2150000,,8775,1212,117659,2323,1120335141,buy,35,part_furnished,residential,,target,BRJ-S-3668,premium,TRUE,98.44999695,completed,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 10:55:42,ccbfc667-3931-48fe-b7e9-59ac291ba94f,2018-11-21 10:55:42,lead_click,phone,6467630,1 Month Free- Hayat Townhouse- Close to Park and Pool,3,4,105000,yearly,1435,1212,164187,2146,228518855,rent,22,unfurnished,residential,,target,BRJ-R-3645,premium,TRUE,93.08999634,,2018,11,21
004bf2b9-b950-4069-abdb-c3c61e154da6,e3b68174-46dc-49c0-8b48-07baacc09066,2018-11-21 15:53:49,e3a252be-0086-4148-a4aa-b19e74e2027b,2018-11-21 15:53:49,lead_click,phone,6490621,G+4 in Good Location for AED 105 perSqft,0,0,7500000,,1020,555,157386,62500,21927,buy,5,unfurnished,residential,,page,A-NV-240,standard,FALSE,75.69000244,,2018,11,21
00582b04-cafa-4521-9bc8-42f46e7983a6,b254bca3-4f80-48a0-af70-75931b2fa3ab,2018-11-21 09:10:46,c1243687-6895-46be-94cc-241b5fa70c8e,2018-11-21 09:10:46,lead_click,phone,6388192,Best Offer|Lavish 2 Bed Room|Maid Room  Jade Residence DSO,2,2,65000,yearly,775,1009,155612,1113,25945,rent,1,unfurnished,residential,,page,BNH-R-1296,premium,FALSE,77,,2018,11,21
0060c374-761a-4178-aad6-586913342733,b96c0ec6-4ee2-4cc7-b337-73d81856c3ec,2018-11-21 21:49:12,6121d065-5448-4d45-95a5-437fd6da7b4c,2018-11-21 21:49:12,lead_click,phone,6445433,2B/R + FACILITIES NEAR MALL OF EMIRATES,2,2,65000,yearly,10103,2885,157660,1250,19080,rent,1,unfurnished,residential,,page,SFQ R BARSHA 2,standard,FALSE,79.73000336,,2018,11,21
006e96b6-3ef1-4be0-a5a1-117e1f17ac30,c43e44d8-a133-4d93-bc96-18b0eb0d1b8b,2018-11-21 16:01:43,eb9a5d32-149c-4a8f-9942-c6debdc5bb37,2018-11-21 16:01:43,lead_click,phone,6552144,"Best deal, Hot price , Huge & spacious !",1,2,80000,yearly,3667,864,157828,1200,24407,rent,1,unfurnished,residential,,page,Cs-R-bahar1,standard,FALSE,79.26000214,,2018,11,21
006e96b6-3ef1-4be0-a5a1-117e1f17ac30,c43e44d8-a133-4d93-bc96-18b0eb0d1b8b,2018-11-21 16:19:38,0e36197f-03b3-4ca9-bde2-af3652b04d4e,2018-11-21 16:19:38,lead_click,phone,6496243,Rarely available marina view Bunyan tower,1,2,93000,yearly,3123,1141,137211,800,149542976,rent,1,unfurnished,residential,,page,AB-R-5481,standard,FALSE,79.81999969,,2018,11,21
0081c8d4-e61c-4b20-8cdb-1d99dfbba8c3,ea0863ca-1f8c-4ca7-bf2a-d9333f8ea651,2018-11-21 18:38:38,98e8b0b1-65c7-44a5-a729-f69eb0642b4b,2018-11-21 18:38:38,lead_click,phone,6533564,Spacious Studio Flat + Balcony |Al Majaz,0,1,20000,yearly,4900,2268,159983,500,19636,rent,1,unfurnished,residential,,page,AB18,featured,FALSE,99.90000153,,2018,11,21
0081c8d4-e61c-4b20-8cdb-1d99dfbba8c3,ea0863ca-1f8c-4ca7-bf2a-d9333f8ea651,2018-11-21 18:43:04,525188f4-a435-48ef-9c5f-4d20f4e7535d,2018-11-21 18:43:04,lead_click,phone,6492280,1 bhk in al majaz with wordrobes rent,1,1,25000,yearly,4900,3091,161147,1000,,rent,1,unfurnished,residential,,page,564477638,standard,FALSE,99.40000153,,2018,11,21
00821b80-f448-4ee4-a0ed-90cb437978e5,c4014e78-25a0-48ea-9419-a30813e1dbc3,2018-11-21 14:42:38,65dae1df-55b2-4e14-bbbf-5f6c670863f5,2018-11-21 14:42:38,lead_click,sms,6533927,Fully Fitted Office  Available for Rent,0,1,55000,yearly,2419,801,121078,720,,rent,4,unfurnished,commercial,,target,VPB-R-3492,featured,TRUE,99.52999878,,2018,11,21
00821b80-f448-4ee4-a0ed-90cb437978e5,c4014e78-25a0-48ea-9419-a30813e1dbc3,2018-11-21 14:54:34,7f20a5c2-4c0e-42eb-a24f-07b98ada1df4,2018-11-21 14:54:34,lead_click,phone,6276280,DIRECT from OWNER - OFFICE FOR RENT 55K-100K,0,1,55000,yearly,88,2969,162065,640,16479,rent,4,part_furnished,commercial,,page,AGB-OFF,featured,FALSE,67.62000275,,2018,11,21
00821b80-f448-4ee4-a0ed-90cb437978e5,c4014e78-25a0-48ea-9419-a30813e1dbc3,2018-11-21 14:55:17,83ec1294-8f3f-4bda-b7ff-b2b8a2bc91c5,2018-11-21 14:55:17,lead_click,phone,6276280,DIRECT from OWNER - OFFICE FOR RENT 55K-100K,0,1,55000,yearly,88,2969,162065,640,16479,rent,4,part_furnished,commercial,,page,AGB-OFF,featured,FALSE,67.62000275,,2018,11,21
00821b80-f448-4ee4-a0ed-90cb437978e5,c4014e78-25a0-48ea-9419-a30813e1dbc3,2018-11-21 15:05:48,a3bf206e-2209-4ff5-b147-82934414c430,2018-11-21 15:05:48,lead_click,phone,6084187,FURNISHED OFFICE SPACES  NEAR DIFC METRO,0,0,49000,yearly,4409,2348,138311,202,27025,rent,4,furnished,commercial,,page,SAR/ASP/MID/005,standard,FALSE,77.15000153,,2018,11,21
00821b80-f448-4ee4-a0ed-90cb437978e5,c4014e78-25a0-48ea-9419-a30813e1dbc3,2018-11-21 15:07:51,bc901c9f-4850-41a5-82ca-1eb0c9172cdf,2018-11-21 15:07:51,lead_click,phone,5766710,300 to 600 sqft serviced offices on SZRD,0,2,60000,yearly,4409,889,121256,330,1699897589,rent,4,furnished,commercial,,page,WD-BJ-22,standard,FALSE,79.95999908,,2018,11,21
00821b80-f448-4ee4-a0ed-90cb437978e5,c4014e78-25a0-48ea-9419-a30813e1dbc3,2018-11-21 15:08:16,9236f1e0-112a-47f6-b8b6-daa0f1fbc42b,2018-11-21 15:08:16,lead_click,phone,5766710,300 to 600 sqft serviced offices on SZRD,0,2,60000,yearly,4409,889,121256,330,1699897589,rent,4,furnished,commercial,,page,WD-BJ-22,standard,FALSE,79.95999908,,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:17:35,77142ffa-53c8-447f-b53a-e9dbcee3062c,2018-11-21 13:17:35,lead_click,phone,6480276,# 1bhk in garden city in best price 17k,1,1,17000,yearly,5271,2436,166332,564,,rent,1,unfurnished,residential,,page,Dayef garden city,standard,FALSE,98.55000305,,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:18:44,19b27f34-6dbf-4221-9cae-28013117b115,2018-11-21 13:18:44,lead_click,phone,6480396,# Distress deal 1bhk in garden city 180k,1,1,180000,,5271,2436,166332,564,,buy,1,unfurnished,residential,,page,Dayef gcity sale,standard,FALSE,98.91999817,completed,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:18:56,c69b2da3-d9bd-4582-b6c7-b91499065500,2018-11-21 13:18:56,lead_click,phone,6480348,# Big sized 2bhk in garden city 26k,2,2,25000,yearly,1758,2436,166332,1074,,rent,1,unfurnished,residential,,page,Dayef gcity 2,standard,FALSE,98.62000275,,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:19:12,b1e45e27-18a0-450f-a857-da8e3e4b9bbe,2018-11-21 13:19:12,lead_click,phone,6483349,*2 BHK FOR RENT IN FALCON TOWER AJMAN**,2,3,35000,yearly,5160,2436,166332,1553,,rent,1,unfurnished,residential,,page,falcon 2 bhk rent,standard,FALSE,99.38999939,,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:19:26,21bd8000-8a89-40f8-bb88-fcdf6c097dbd,2018-11-21 13:19:26,lead_click,phone,6480276,# 1bhk in garden city in best price 17k,1,1,17000,yearly,5271,2436,166332,564,,rent,1,unfurnished,residential,,page,Dayef garden city,standard,FALSE,98.55000305,,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:19:42,f50325da-afd5-4b35-9e1e-8d3673441146,2018-11-21 13:19:42,lead_click,phone,6480396,# Distress deal 1bhk in garden city 180k,1,1,180000,,5271,2436,166332,564,,buy,1,unfurnished,residential,,page,Dayef gcity sale,standard,FALSE,98.91999817,completed,2018,11,21
000131eb-0f84-465b-b554-d132c9e61fe1,83d7c1a3-a5df-4997-bc73-55e8b147a227,2018-11-21 13:20:27,d5b5d1d3-8ab6-4615-a6e7-ecf83295067e,2018-11-21 13:20:27,lead_click,phone,6480276,# 1bhk in garden city in best price 17k,1,1,17000,yearly,5271,2436,166332,564,,rent,1,unfurnished,residential,,page,Dayef garden city,standard,FALSE,98.55000305,,2018,11,21
00845e8d-68df-4c0b-8f09-4ec672fc3b4e,9893ec3e-c14c-4b13-9314-b0a23d2e4a37,2018-11-22 00:28:36,437cb2e4-ceed-47f3-afe7-aa23dd4d4e85,2018-11-22 00:28:36,lead_click,phone,6265071,Price reduced| Excellent waterfront home,2,3,1799000,,5416,1430,152808,1184,,buy,1,unfurnished,residential,,page,WRE-S-2994,featured,TRUE,99.72000122,completed,2018,11,21
0094fbc4-8900-44f0-b7b6-ae5921d49a05,099504e1-9d60-4c68-ae7a-d1a2d39db0c9,2018-11-21 10:03:11,cf65e834-09ab-46a3-a7d7-38d79b63b4e6,2018-11-21 10:03:11,lead_click,phone,6418990,CBD Studio Available For Rent In CBD8 IC,0,1,32000,yearly,10024,3079,162668,450,,rent,1,unfurnished,residential,,target,Studio CBD8,standard,FALSE,79.95999908,,2018,11,21
009d07a1-8e87-4ee9-80d1-a80cfa077a6c,0ad644d5-528e-4f42-9810-1fd0fe6b9978,2018-11-21 16:17:51,c85a72b3-4eb0-4e79-a49c-671be30aca34,2018-11-21 16:17:51,lead_click,email,6512580,CS- A LARGE OFFICE IN BUSINESS BAY - XL TOWER FOR ONLY 75K!,0,1,75000,yearly,2460,334,117311,1100,406021101,rent,4,unfurnished,commercial,,page,LI-R-4207,featured,FALSE,73.58000183,,2018,11,21
009d07a1-8e87-4ee9-80d1-a80cfa077a6c,0ad644d5-528e-4f42-9810-1fd0fe6b9978,2018-11-21 16:18:36,b3b3a608-97a7-42d6-8c42-8e220dcefdff,2018-11-21 16:18:36,lead_send,email,6512580,CS- A LARGE OFFICE IN BUSINESS BAY - XL TOWER FOR ONLY 75K!,0,1,75000,yearly,2460,334,117311,1100,406021101,rent,4,unfurnished,commercial,,page,LI-R-4207,featured,FALSE,73.58000183,,2018,11,21
00a382b1-e96d-4c16-8493-d69d79834a92,8d644d52-91db-4dc0-a2ee-d0152851a8cc,2018-11-21 13:31:45,5d5c6225-7036-43fd-8c4e-e44451afb9c5,2018-11-21 13:31:45,lead_click,phone,6528374,Burj View|Excellent Priced|All Ensuites|,3,4,2289000,,2504,990,161442,2100,12361,buy,1,unfurnished,residential,,page,LSPF-S1023,featured,FALSE,79.72000122,,2018,11,21
